32379137,6271199
5138602,4213948
4311612,3978407
8006602,4040667
4647995,4239401
4308474,3953483
4218097,3873533
4195855,3920601
5249089,4703245
4230350,3930944
11337902,8824786
5114420,4373127
8611867,8211307
8434213,8250173
4497568,4140252
7672643,7456980
7952939,7759079
9086982,8324945
20640825,8723387
22179386,18743597
26348594,8080809
4818370,4138476
10655368,8485983
10302796,8091180
15357959,14447430
5740143,5472727
8601212,6115345
9990290,9793003
15947655,15749330
20380403,20185395
10215003,3997811
4195807,4007991
4822301,4283549
8714251,8476832
13875223,3937868
22267454,22055644
4312517,4010593
8692256,8496365
13159053,12969316
9490872,9223523
4371122,3926111
4432315,4069422
4317298,3996242
4187778,4009167
8690488,8503985
4393609,4073883
12072064,11783776
9349252,3718728
19341512,18849694
4166070,3994441
4263578,4063505
8201300,4333044
7646104,6924710
11084020,10234731
13321360,12305891
7823201,3859949
20061172,8191673
4413442,4126580
5608257,5320788
12669375,12485540
18166015,17915681
14560761,14362292
17378864,10329434
11012097,10812518
17237250,13377282
4538706,4246237
4408423,3972436
12676265,12473048
12267391,11997098
4340778,4145107
16533369,16184884
17626529,16927955
24027379,17085325
11036252,9759545
4101657,3905272
8637477,8400324
4290790,4021492
4239436,3960511
7063393,6866522
10764386,10238629
17170305,16973051
21946880,21641127
18493035,6227839
26993594,16206778
15055270,14847151
5539911,5352303
23157196,20019898
19479024,13805224
15590295,15336722
10514020,10330401
6349375,3879791
4158536,3967762
8543199,8363611
4131003,3948838
8598655,8365719
4173427,3945724
25069066,24363584
18634419,12629334
24687962,24422816
8931025,8596201
30615939,30395243
22296320,16187600
4066256,3882692
32052482,26193710
16898840,7726796
37969839,32984686
23048468,14946313
43990195,23868604
17261631,16959368
7662835,6470075
29408599,22261024
13917151,13707773
9086425,8847065
15669215,15121017
22536139,10718472
33993791,33795228
17776183,16701405
42998089,40931973
15366652,15157930
28280330,19932354
8725809,4790324
27842809,19683132
9817260,4282544
18177383,17279965
24240936,23981708
23910734,20914103
46584958,38360902
54807460,45718752
43002240,14668673
34939202,14432656
19946650,12013899
58760194,26799038
27986318,7746443
18385030,12522387
5655875,3856842
4159818,3980472
35229258,26714187
23061115,5152883
31613407,21345799
4123558,3940138
22739338,10772131
4986880,4808276
4086773,3904981
4071490,3883220
12396929,12207819
15714480,15525626
32451501,32269659
29844434,28762868
17578073,13342959
14963937,14459782
18501443,18300088
23249520,22895707
21074418,14441989
5813575,5463440
8136587,7938781
33065648,32807587
20205681,19990791
35633731,35252539
42370464,41862176
34992211,13749291
15522020,15128956
40346555,13358722
13678239,13462541
4036505,3855222
5463812,5280959
15373388,15170814
28549764,23784828
18887557,17714530
5475933,5235515
33547628,30736902
13303261,4616325
16023886,8338413
4155163,3971130
12221295,12036312
19980257,19401634
28626574,28439833
27263951,27084426
43796923,41979510
25968284,25692247
37134539,36956860
21643633,9254666
18505578,6878128
4076070,3877405
12231011,11992924
20171623,19993958
26356882,26176507
30641475,30344112
25098569,24914843
18297644,18084101
28598644,28384075
22689244,3795824
21879297,8164673
44827791,44634622
9545728,9030216
10700954,10523612
15067176,14884936
33782208,33556045
32236588,32061514
25642406,4743804
34480542,34228733
27878835,8710898
43963656,20911209
