121263855,4359879
30359200,13051595
8994515,4682506
13102747,4994332
4419411,4195232
4374762,4010155
8694465,8577286
4001458,3884273
7786442,6964009
11323059,11167706
4585372,4426200
9110251,8731514
4621535,4372977
4457573,4202231
9056842,8931315
4385071,4126193
9076718,8931943
7945692,3926723
5994919,5126130
5045280,3872828
9984024,4132256
6734884,6601841
10361428,9747241
4422638,4283285
4169934,4035297
4178019,3957727
8730961,4022950
4193224,4059122
8940035,8786364
4246185,4113012
4180007,3945521
4088861,3964702
4261912,4061046
4230440,4067806
10815217,5988929
6236386,6085366
4537205,4328493
9084810,8782126
17813783,17679671
4748447,4602054
4135878,4004270
4219851,4092620
8699111,8546289
6547975,4223256
8447498,8179146
6302258,6108741
4000797,3872879
10510357,10379834
9963329,9834176
4286616,4087998
4109968,3966051
8598943,8468783
4095399,3965650
8051681,7812960
4686234,4558383
4490793,4231209
9043076,8853896
8154047,8034082
5234325,5012231
4225413,4054399
4249659,4127279
4319184,4133989
4229747,3992640
8750667,4106720
8676909,4156134
4239371,4032737
11412710,10829699
15535726,7290757
12455236,9569343
4078948,3941659
8439411,8267114
4346991,4068310
10018036,9836653
6973136,6784546
6634689,6499541
4829447,3861778
8373793,8256902
4131287,3992120
9779497,9662506
7084530,3877673
4481644,4279579
13114556,8221200
8329287,6564576
10354356,10052566
7097670,6969759
7738223,7562389
7764770,7624750
6210473,6084736
8933906,8805671
5516994,5271593
8307306,8071065
7572806,7406275
12428674,8197324
4265807,4123255
4196529,4060424
4222950,4058465
5771692,5152299
4470910,4276705
4176049,4043872
4198640,4042179
4539700,4270267
4167193,4012606
4315248,4126166
4012695,3885858
4223913,4087496
4187307,4033426
4323097,4188369
4045154,3917047
4532078,4192975
4082033,3956434
4172676,4014476
4354852,4056618
4704293,4369672
9405907,9100972
14769070,14388627
6608165,5450945
4898909,4600386
4542410,3921947
4098930,3946020
8646230,8506419
4143399,4009785
8819173,8671283
7587403,7424224
7223964,6989992
7092906,6952086
7667336,5684260
7738898,7352890
12465452,12291483
4568129,4362568
4277856,4038251
4266221,4132346
4027302,3900529
4446415,4154338
4034872,3908833
4078073,3945352
4163101,3919440
4122010,3986806
4049784,3914770
4203947,3957579
9011397,8716341
4186301,4044256
4264190,3963260
4327815,4042455
5321621,5024612
4217019,3962435
4201346,3947209
4407008,4119260
7141130,5529530
4778262,4016490
4246015,4001179
4490920,4173213
4187311,3938086
4436209,4145470
4678310,4384391
4574572,4212308
4324311,3970932
4330385,4075011
9369647,9070720
4041988,3903988
4252243,3986873
4249721,3914432
3950546,3816242
4213459,3959686
5767082,4305439
4098675,3947708
4103880,3858068
4126596,3973378
9077933,8483548
4164610,3922651
4028445,3894880
4259100,4012238
4185143,3881897
4342671,4024925
9103953,8922248
4409588,4114798
4364277,4190618
4231656,4000643
4492633,4227723
4242434,4053652
5598213,5370597
4448925,4258692
4465790,4160406
9449229,9004899
8281831,8124122
7968077,4972819
7891727,7620773
7835022,7123720
8366493,8017888
7391683,7144480
4527120,4338177
4202992,3967404
4227707,4094401
8875582,8589344
4412714,4142067
5812540,5287318
4247797,3997572
9528915,9190023
4214065,4045975
4162479,3929429
5086967,4940211
8739346,8560148
7591754,7271306
8196910,8070606
4420576,4168011
8813413,3993857
4174440,4038769
3967322,3845090
4183549,4038137
8738508,8477666
8222933,8086075
7708808,7583817
7092567,6723399
8191986,5014722
4186844,3933108
8765153,8632834
7779041,7648050
6715696,6413693
4278205,4122309
4105811,3978534
4299136,4163651
9113452,8788565
8873759,8643186
7236219,6972359
4380668,4246482
8800639,8491299
4471351,4261168
4078376,3885963
4647186,4304799
7094164,5625377
4588568,4351444
4604768,4367267
4330520,4026056
4373550,4180819
