5073210,4364859
4850745,4514260
4459266,4240210
9278129,8186313
11096062,5540698
4818095,4258867
4135477,3990758
9209741,9037987
7724577,4214860
4366858,4162208
4194571,4036284
8673886,8450856
5334784,5020701
4209468,4064584
5912070,4477423
14539104,8182228
19585231,10530221
26109735,5939882
7903953,4193832
8268155,4790492
10612555,8105847
7933100,7525870
4292813,4071430
4040567,3906634
4328229,4193489
4692383,4548054
4597006,4132867
4181730,4013677
10934068,8507774
8223329,8094234
8027497,6172803
4198983,4051902
11481892,11336414
16423747,16301385
17769817,17632401
7207995,7059672
8111325,7977628
7263212,7076147
9845024,9515747
24514983,21971401
28092457,27862253
26120696,10793242
31810580,18452961
7781289,6723523
22604893,18626912
17013381,14619507
14741321,11311288
8354310,7976663
15024256,10224559
20972118,12688700
17751202,7391683
4080196,3958597
7749836,6667990
21631081,17613750
25102769,16416998
4036079,3905864
28770857,13071807
18031722,12260675
6010666,4181672
11311775,11113957
9169406,9018140
7913607,7686982
4603839,4220421
20329718,20016764
10338798,7634881
20563917,12298894
20130328,4536983
12580773,12363728
20706250,3994610
28571991,22941602
33297731,31731608
38364380,38232631
39563122,39235918
7987940,7509082
56764866,5591465
21497001,17839719
65745623,20660593
58773931,17735881
68567993,12111613
4143080,3955295
4482719,4273303
12164869,11983737
13159334,12828561
34203646,33559296
37707566,24181844
40382171,37189211
42882817,42754308
38111323,37611895
36146607,8031322
12579287,5896413
13166561,8261180
22101267,16506220
26279287,20716000
28045999,26914020
37158505,31644913
40584760,35103721
43659141,37621205
45581921,45375108
45491701,39964311
39919986,38658654
12182442,8139363
4749259,4604184
4318905,3978008
19696429,19562483
12164740,11975971
26542012,26339090
34414022,34274229
31487030,31307221
30640964,8282963
47027158,46600680
56405090,56263753
56652698,22222744
15468899,13798694
4478761,4305915
12795581,7848975
20982432,15984211
43807324,23877213
24220869,4437832
10669708,10477745
11137310,6489382
4229446,4033596
33838112,30360129
36687388,33715027
38126985,34966734
38674672,36044261
39199531,36308010
7965567,4682575
46936032,43847459
47968212,44914514
50172445,48008479
8007953,7805673
19629803,17421050
23480701,21356531
27207945,24875872
25065025,24904935
34550067,32221011
27638240,27499423
22848033,22688260
38446238,36030677
44615240,13482619
4980012,4848468
20894460,11001848
4008381,3873692
9346346,8139763
11395565,10996196
12225834,12092406
22103319,21911194
25742761,25379778
35461853,35313705
32117484,31984318
36100614,35763959
42387139,42261183
46956820,46768230
48849109,16329539
14852471,14119797
17702582,15746751
6794639,6669579
4412587,4251727
8479083,8292276
12195942,12050350
17996146,17839444
28411739,24127102
31557804,31189713
35068051,14795361
17088493,16451226
16284489,16160773
21813769,16922552
29726074,17614507
7924314,7806582
12599168,12452131
18185161,16759958
13506678,11262001
5571544,5363789
12851513,12727299
14259813,14133719
13916910,13570670
23050822,22928683
25443402,25323246
6868047,6541418
10992152,10768678
17180324,15713643
21576902,21446422
25029420,24906249
27693577,26464720
36182966,36040213
28427685,28256054
39770289,39597305
6978612,6761569
7578677,7410701
21043084,12981788
7714855,7480585
8146979,8015157
22872549,22748453
22267280,22092214
23876102,23560754
22344380,22186101
34054846,31791303
19921365,12213608
16577682,10232028
20989533,6884926
5269892,3904094
4430942,3981075
4153207,4027530
12132210,11970442
19170267,16120431
10137826,9943121
33587449,29443087
14269028,14106319
13927325,13778022
32276058,27115997
26389847,26263136
27544977,6832079
9895082,9756638
21926431,21796099
25749862,25594953
39524097,39336907
39834830,39647793
43362450,43212668
41288434,25848266
51603903,51459132
9632103,8828049
56532237,15398094
33286064,7712342
4976097,4668078
8356282,8184027
13068572,12950301
24148775,24024947
20218047,20090758
8009313,4830270
32319011,32103577
4288776,4137538
28783004,21450971
29951006,17549135
16065318,8086071
13973860,11564163
23618513,15011301
18949892,16895076
15862444,15640900
24866188,9632268
10090890,5695968
5971741,5420280
13994849,13728816
25508499,25070922
37440800,37265363
31272046,31101054
26150190,26021778
33798484,33643416
28231048,27764954
43096030,42872178
10660035,5205238
4362490,4207114
4291349,4142514
16725567,11774293
30165442,27612161
53536542,53388852
50156160,44369400
46882795,44320495
47244631,44660745
55858652,55649473
55805363,15937709
84250809,40878454
40912350,17199338
65761154,41072053
33411359,18026657
6756251,6384565
12511835,12375687
19065804,18919258
20025628,19443109
29237976,29059447
27355149,27184973
37268527,36724462
30808164,30632107
7358709,7241164
23062783,11560312
23856894,16105817
8824482,8605384
5347088,5223706
9666310,9547699
11352313,11224092
16955558,16826718
28206451,24730019
28105249,27968075
4292049,4157173
15723929,15597923
10957618,10779701
23094557,21911260
18266810,18057963
4269971,4118897
12421740,10406411
16482936,14764362
9569938,4807267
10866927,10710724
16760721,16428570
16230735,16080366
11976961,11863480
23272016,23122950
12096949,6870362
33379583,33244681
22832639,10242267
8110846,7872543
8748340,8518007
12027378,7669400
16814691,16617739
20321940,19989359
18091164,17704884
22466074,22290061
30298247,30137162
28113430,27936954
42272066,42095767
33992868,33866142
43550659,41357470
4289270,4164576
4240808,4095421
13824534,13640680
17366965,17140303
20341187,20182711
25169891,25009925
25913584,25611141
32194076,32084315
21727748,21601643
41682107,41542880
37197220,7918727
11244961,6715304
10584865,10419827
12358692,12227106
17671450,17284102
22174053,21994023
28543739,28179152
35795658,35281009
34358461,34146703
39530520,39304559
44098304,43911653
38368344,37823710
4414464,4216518
15125346,14719768
19321200,19060828
24940057,24409069
29283704,29124439
30286429,29931942
28145360,27993417
35241672,34999263
32581115,32450684
39098209,38984171
10903650,7741787
18555421,7691367
27040629,3899872
33405765,33218999
36558025,36098140
35036358,28304164
35537279,35419704
43422553,31507453
43967963,16434614
46452686,46215572
6988027,6844536
3976471,3862696
4123573,4004654
4147432,4031041
5407046,5283578
15960690,15842580
14300252,14150093
14497398,14322866
11136417,3859549
29683041,29347752
13793147,3935639
47356133,47242653
44622697,44354381
27757939,21757830
12227287,12080102
22713354,12034978
15662725,15444102
6357069,4978454
4134992,4002546
12367503,12146240
14668060,14543934
18628084,18444348
4626561,4367306
7154313,6841572
16185949,15883276
31790957,31464183
28230817,28088566
32749795,32610142
40003313,4582313
33556608,33392109
28887932,28708732
32566196,32408607
29618803,7951646
6688441,6443987
4910639,4784645
4397158,4023073
8564407,8402024
24640903,24460189
20029921,19907691
24621401,24501149
37700520,37567700
37785373,37662946
33008871,32887869
34966101,34776198
44532339,44415318
8176355,8048191
5518832,5391744
8721397,8594552
21950781,17761718
15780690,15656754
14630525,14322260
22156189,21991730
32091762,3921338
28229990,28036429
38375024,38104917
44626405,44426881
44069756,43941436
38851871,32895102
39271156,33528965
49564361,14593641
6027407,5871419
4709134,4497689
4518082,4331169
8985905,4003582
4362236,4217202
10905452,10741635
4217114,4054201
24187499,24060841
15516968,15297209
25098375,24974419
17784525,17583318
37312301,36969055
37990591,37777654
30768209,6466445
49278926,13837578
8257711,8107100
7123222,6998122
11186140,10802826
16438611,16322319
26251397,26134298
29978571,29842118
24197558,24051399
28590746,28470226
4059881,3936834
12482453,3857185
28612001,28483029
28538330,24049682
36670804,36532206
38570636,19244812
36038695,23245790
21528845,14489308
46678452,46480257
19664735,19511464
13023316,12895652
4334997,4184557
4391963,4210720
8900432,4084905
4053917,3919495
14598210,14422521
20565916,20434441
22897872,21899726
19352269,18988322
31627278,10663338
23255157,17011094
14101994,13986602
16572796,16441148
25245895,22104540
17988347,6675810
4279733,4085320
11357245,10732105
15399575,8013322
10579032,5859555
4257096,4095216
12054742,11922906
15120158,14946496
29719921,29419990
28643616,28406182
28127785,27982286
35291842,35136950
39371887,39198297
